City_ID,City,Lat,Lng,Max Temp (C),Humidity (%),Cloudiness (%),Wind Speed (m/s),Country,Date
358,camarinas,43.1311,-9.1817,13.29,75,100,7.99,ES,1699553124
359,carutapera,-1.195,-46.02,29.13,68,85,4.19,BR,1699553125
360,mirialguda,16.8667,79.5833,24.24,91,95,2.5,IN,1699553126
361,mana,5.6592,-53.7767,30.17,62,24,4.96,GF,1699553127
362,machico,32.7,-16.7667,22.23,78,20,3.6,PT,1699553128
363,cururupu,-1.8283,-44.8683,29.18,68,82,3.31,BR,1699553129
364,chibougamau,49.9168,-74.3659,-8.21,86,100,3.09,CA,1699553130
365,revda,56.801,59.9303,-2.3,97,35,1.33,RU,1699553131
366,ravar,31.2656,56.8055,16.46,43,0,0.71,IR,1699553132
367,kharp,66.8014,65.8081,-7.39,97,92,1.87,RU,1699553133
368,papao,-17.75,-149.55,26.82,83,31,7.65,PF,1699553134
369,callao,-12.0667,-77.15,21.16,73,100,5.66,PE,1699553135
370,san jose del cabo,23.0589,-109.6977,29.72,70,0,5.14,MX,1699553136
371,svetlyy,54.675,20.1347,8.03,71,100,8.07,RU,1699553137
372,nuuk,64.1835,-51.7216,-3.4,79,99,2.68,GL,1699553138
373,general levalle,-34.0147,-63.9241,30.35,23,40,7.48,AR,1699553139
374,colares,38.7992,-9.4469,17.41,70,20,9.83,PT,1699553140
375,dunedin,-45.8742,170.5036,3.04,87,19,1.16,NZ,1699552892
376,yemva,62.59,50.8594,0.04,87,98,3.1,RU,1699553142
377,freetown,8.484,-13.2299,27.4,79,100,2.69,SL,1699553142
378,klaksvik,62.2266,-6.589,6.51,89,99,11.29,FO,1699553143
379,luanda,-8.8368,13.2343,27.0,83,75,6.17,AO,1699552983
380,puerto aysen,-45.4,-72.7,10.9,91,98,1.8,CL,1699553012
381,barrouallie,13.2333,-61.2667,28.79,79,40,5.14,VC,1699553145
382,san luis de la loma,17.2706,-100.8939,30.35,66,58,3.12,MX,1699553147
383,greymouth,-42.4667,171.2,6.91,87,7,2.86,NZ,1699553147
384,nantucket,41.2835,-70.0995,10.08,87,100,4.12,US,1699553012
385,puerto armuelles,8.2833,-82.8667,30.99,84,26,3.13,PA,1699552893
386,hargeysa,9.56,44.065,20.19,75,39,4.28,SO,1699553150
387,trinidad,-14.8333,-64.9,35.99,46,75,6.17,BO,1699553150
388,prachuap khiri khan,12.2167,99.75,27.6,94,90,1.17,TH,1699553151
389,namibe,-15.1961,12.1522,20.68,78,12,3.68,AO,1699553092
390,urzhar,47.093,81.6294,6.51,89,100,0.84,KZ,1699553153
391,burao,9.5221,45.5336,22.97,53,21,4.32,SO,1699553154
392,mazaricos,42.9403,-8.9719,10.97,89,100,3.82,ES,1699553154
393,tafuna,-14.3358,-170.72,27.97,89,75,2.06,AS,1699553155
394,island harbour,50.724,-1.2758,10.52,79,64,2.68,GB,1699553156
395,turpan,42.9333,89.1667,8.05,26,19,0.49,CN,1699553156
396,bure,10.7,37.0667,13.95,90,87,2.25,ET,1699553157
397,berbera,10.4396,45.0143,29.23,57,55,1.42,SO,1699553158
398,karratha,-20.7377,116.8463,29.89,22,0,7.79,AU,1699553159
399,villamontes,-21.25,-63.5,33.69,46,100,2.57,BO,1699553160
400,kristiansund,63.1115,7.732,6.36,61,0,1.54,NO,1699553161
401,kemijarvi,66.7131,27.4306,-7.35,97,88,1.65,FI,1699553162
402,thyez,46.0825,6.5378,8.3,97,97,2.36,FR,1699553163
403,port lincoln,-34.7333,135.8667,17.55,75,27,3.7,AU,1699553164
404,betio village,1.358,172.9211,28.02,75,100,2.57,KI,1699553165
405,murzuq,25.9155,13.9184,24.89,20,100,3.75,LY,1699553166
406,ellsworth,44.5434,-68.4195,1.65,70,100,0.0,US,1699553167
407,whangarei,-35.7317,174.3239,10.27,95,94,0.87,NZ,1699553168
408,konarka,19.9,86.1167,22.22,68,0,1.43,IN,1699553169
409,straldzha,42.6,26.6833,9.02,70,2,1.95,BG,1699553170
410,cheney,47.4874,-117.5758,3.33,93,100,3.6,US,1699553171
411,bandrele,-12.9067,45.1914,26.86,89,40,3.09,YT,1699553172
412,maturin,9.75,-63.1767,30.35,63,65,2.44,VE,1699552482
413,tchintabaraden,15.8969,5.7985,30.39,8,77,4.03,NE,1699553174
414,kapa'a,22.0752,-159.319,26.18,77,75,9.26,US,1699553175
415,la reforma,25.0833,-108.05,27.38,63,78,1.91,MX,1699553176
416,axim,4.8699,-2.2405,26.75,81,45,3.28,GH,1699553177
417,mata-utu,-13.2816,-176.1745,28.05,82,100,5.99,WF,1699553178
418,shingu,33.7333,135.9833,18.97,83,91,2.12,JP,1699553179
419,antsiranana,-12.2787,49.2917,25.37,85,47,3.66,MG,1699553180
420,lewiston orchards,46.3804,-116.9754,7.15,77,0,0.0,US,1699553002
421,deder,9.3167,41.45,14.5,60,69,2.7,ET,1699553182
422,fort mcmurray,56.7268,-111.381,-3.23,86,100,2.57,CA,1699552900
423,manhattan,40.7834,-73.9662,15.46,70,100,4.63,US,1699553184
424,hilo,19.7297,-155.09,25.9,84,100,2.57,US,1699553184
425,kelo,9.3086,15.8066,31.81,32,99,0.76,TD,1699553186
426,baneasa,44.0461,26.0642,12.64,53,0,1.66,RO,1699553187
427,urangan,-25.3,152.9,20.85,75,0,4.06,AU,1699553187
428,seryshevo,51.0933,128.3786,-17.84,100,47,1.06,RU,1699553188
429,dolbeau-mistassini,48.8763,-72.212,-5.64,81,100,3.04,CA,1699553189
430,lionel town,17.8101,-77.2406,33.94,61,7,6.43,JM,1699553190
431,north bend,43.4065,-124.2243,10.04,87,100,5.14,US,1699553191
432,goundam,16.4145,-3.6708,31.54,14,15,3.03,ML,1699553192
433,kirsanov,52.6549,42.7224,3.93,95,100,9.79,RU,1699553193
434,aleksandrovskoye,44.7142,43.0008,9.63,82,100,8.49,RU,1699553193
435,el granada,37.5027,-122.4694,18.23,66,0,2.06,US,1699553196
436,nuriootpa,-34.4833,139.0,22.58,49,13,3.14,AU,1699553197
437,xai-xai,-25.0519,33.6442,21.49,74,13,5.77,MZ,1699553198
438,klyuchi,52.2667,79.1667,1.34,74,59,3.83,RU,1699553198
439,santa cruz,-17.8,-63.1667,38.03,37,20,9.26,BO,1699553199
440,strugi-krasnyye,58.2675,29.1114,6.07,88,93,1.74,RU,1699553200
441,bir el ater,34.7449,8.0602,14.57,59,100,3.04,DZ,1699553201
442,anori,-3.7728,-61.6442,39.94,25,33,2.47,BR,1699553202
443,sitka,57.0531,-135.33,8.94,71,75,5.66,US,1699553203
444,ocean shores,46.9737,-124.1563,8.86,88,75,4.12,US,1699553203
445,talitsa,56.8804,60.0213,-0.7,97,31,1.36,RU,1699553204
446,grand falls-windsor,48.9332,-55.6649,2.5,91,100,2.68,CA,1699553205
447,kapchorwa,1.3965,34.4509,18.2,69,96,2.51,UG,1699553206
448,markaz-e hukumat-e darweshan,31.1323,64.1934,16.38,34,0,3.17,AF,1699552992
449,mitchell,43.7094,-98.0298,9.99,40,0,9.77,US,1699553053
450,cortina d'ampezzo,46.5384,12.1377,2.72,98,100,1.65,IT,1699553208
451,arno,60.1167,18.6333,5.99,90,100,5.56,SE,1699553209
452,taoudenni,22.6783,-3.9836,26.98,11,0,4.77,ML,1699553210
453,porto novo,6.4965,2.6036,27.01,80,99,3.31,BJ,1699553210
454,salo,45.6086,10.531,10.84,83,100,3.53,IT,1699553211
455,kingston,17.997,-76.7936,33.53,62,20,6.69,JM,1699552848
456,zamora,-4.0692,-78.9567,30.58,76,62,2.15,EC,1699553147
457,sbikha,35.9333,10.0208,19.57,42,100,3.09,TN,1699553214
458,yerofey pavlovich,53.9667,121.9667,-15.83,76,68,1.61,RU,1699553214
459,laguna,38.421,-121.4238,17.83,58,0,2.57,US,1699553216
460,mkushi,-13.6202,29.3939,22.1,61,52,2.47,ZM,1699553217
461,tamanrasset,22.785,5.5228,23.95,11,0,2.06,DZ,1699553219
462,bayramaly,37.6185,62.1671,12.86,37,100,6.19,TM,1699553220
463,selfoss,63.9331,-20.9971,2.25,63,0,4.16,IS,1699553221
464,vorkuta,67.5,64.0,-0.52,95,100,5.82,RU,1699553222
465,walvis bay,-22.9575,14.5053,16.72,83,43,1.28,NA,1699553224
466,harper,4.375,-7.7169,25.93,86,100,3.18,LR,1699553225
467,baishan,41.9431,126.4286,-16.2,100,80,0.44,CN,1699553226
468,altamira,-3.2033,-52.2064,39.55,23,36,2.12,BR,1699553227
469,daru,-9.0763,143.2092,24.93,75,86,4.65,PG,1699553228
470,caraballeda,10.6112,-66.8522,38.04,64,75,2.06,VE,1699553229
471,tazacorte,28.629,-17.9293,23.97,63,40,6.69,ES,1699553200
472,ixtapa,20.7,-105.2,29.57,74,100,3.6,MX,1699553207
473,olinda,-8.0089,-34.8553,28.85,61,20,5.14,BR,1699553232
474,nova xavantina,-14.6667,-52.35,36.93,27,52,1.48,BR,1699553232
475,ust'-ordynskiy,52.805,104.7508,-18.71,99,71,0.74,RU,1699553233
476,mount vernon,40.9126,-73.8371,15.47,73,75,4.63,US,1699552968
477,barkly west,-28.5354,24.5215,27.45,18,0,4.8,ZA,1699553237
478,kapoeta,4.7717,33.5903,28.59,44,29,5.12,SS,1699553238
479,icmeler,40.8464,29.3089,16.56,76,40,3.6,TR,1699553176
480,saint-francois,46.4154,3.9054,11.69,78,100,4.63,FR,1699553241
481,lagoa,39.05,-27.9833,19.99,84,100,10.67,PT,1699553242
482,kalengwa,-13.4659,25.0027,19.9,78,98,1.53,ZM,1699553243
483,vennesla,58.2694,7.9741,4.04,95,75,2.57,NO,1699553244
484,ylitornio,66.3089,23.6773,-5.04,98,98,0.92,FI,1699553245
485,kletnya,53.3897,33.2171,3.62,94,60,2.4,RU,1699553246
486,pisco,-13.7,-76.2167,21.03,78,100,4.12,PE,1699553187
487,reggane,26.7158,0.1714,28.71,17,20,3.08,DZ,1699553247
488,panaba,21.2833,-88.2667,32.56,43,87,3.82,MX,1699553249
489,al jawf,29.5,38.75,24.12,26,0,3.37,SA,1699553249
490,son la,21.3167,103.9,19.89,96,76,1.23,VN,1699553250
491,xilin hot,43.9667,116.0333,-15.18,87,7,4.43,CN,1699553251
492,lubang,13.8584,120.124,28.28,77,50,8.62,PH,1699553252
493,cromer,52.9312,1.2989,7.82,81,78,6.71,GB,1699553253
494,geraldton,-28.7667,114.6,19.23,68,100,7.72,AU,1699553254
495,mili,6.0815,171.735,26.34,91,100,5.9,MH,1699553255
496,jaslo,49.7451,21.4725,9.77,70,94,9.11,PL,1699553255
497,la sarre,48.8002,-79.1996,-1.12,94,100,4.21,CA,1699553256
498,rabigh,22.7986,39.0349,30.54,58,0,0.78,SA,1699553257
499,sisimiut,66.9395,-53.6735,-3.14,85,100,5.39,GL,1699553258
500,tomatlan,19.9333,-105.25,32.19,58,78,1.5,MX,1699553259
501,bolobo,-2.1667,16.2333,23.81,90,79,0.77,CD,1699553237
502,shalqar,47.8333,59.6,7.86,71,46,3.44,KZ,1699553261
503,palikir - national government center,6.9248,158.1611,27.61,79,99,6.14,FM,1699553262
504,nha trang,12.25,109.1833,26.0,91,17,2.23,VN,1699553262
505,kokpekty,48.75,82.4,-0.28,65,60,1.3,KZ,1699553263
506,novo aripuana,-5.1206,-60.3797,39.02,28,21,2.34,BR,1699553264
507,noshiro,40.2039,140.0242,13.09,76,55,3.23,JP,1699553265
508,dryden,49.7833,-92.7503,1.16,80,75,2.57,CA,1699553266
509,sao jose da coroa grande,-8.8978,-35.1478,28.22,59,5,4.76,BR,1699553266
510,saudarkrokur,65.7461,-19.6394,-2.06,82,7,2.96,IS,1699553267
511,collecchio,44.754,10.2184,10.87,92,100,1.72,IT,1699553269
512,tiko,4.0745,9.3699,26.39,88,57,3.35,CM,1699553270
513,bechar,31.6167,-2.2167,20.84,16,64,2.31,DZ,1699553271
514,uruzgan,32.8333,66.0,11.16,47,0,1.54,AF,1699553272
515,yeniseysk,58.4497,92.1703,-11.7,85,6,3.58,RU,1699553272
516,tocopilla,-22.092,-70.1979,20.65,69,84,1.64,CL,1699552994
517,sidi ifni,29.3797,-10.173,20.73,58,68,1.18,MA,1699553274
518,rosalie,15.3667,-61.2667,27.7,77,58,6.58,DM,1699553275
519,sarangani,5.4033,125.4636,28.62,75,33,7.36,PH,1699553276
520,mount isa,-20.7333,139.5,20.87,94,99,3.6,AU,1699553277
521,spasskoye,44.6108,132.7969,-3.61,81,100,5.44,RU,1699553277
522,tarakan,3.3,117.6333,27.22,78,96,1.79,ID,1699553278
523,murun-kuren,49.6342,100.1625,-14.7,72,0,0.63,MN,1699553279
524,phibun mangsahan,15.2447,105.2291,25.22,88,100,0.83,TH,1699553280
525,kisangani,0.5167,25.2,22.12,96,100,1.16,CD,1699553281
526,hotan,37.0997,79.9269,8.44,21,92,0.47,CN,1699553281
527,vuktyl,63.8567,57.3094,2.28,99,100,4.47,RU,1699553282
528,kitimat,54.0524,-128.6534,5.38,30,100,0.57,CA,1699553283
529,nova vicosa,-17.8919,-39.3719,27.49,56,0,5.91,BR,1699553284
530,griffith,41.5284,-87.4237,13.38,39,0,5.14,US,1699553284
531,ourinhos,-22.9789,-49.8706,35.92,25,86,3.65,BR,1699553040
532,sosua,19.7667,-70.5167,28.95,79,75,5.14,DO,1699553286
533,morozovsk,48.3539,41.8261,8.87,75,98,8.14,RU,1699553286
534,arraial do cabo,-22.9661,-42.0278,33.98,58,0,8.23,BR,1699552994
535,vilyuysk,63.7553,121.6247,-20.92,96,47,2.01,RU,1699553288
536,greenville,35.6127,-77.3663,27.09,54,0,6.17,US,1699553167
537,fengxian,34.7039,116.5872,6.73,38,98,5.06,CN,1699553289
538,huangshan,29.7114,118.3125,16.15,96,100,1.73,CN,1699553290
539,buga,3.9009,-76.2978,30.84,64,88,1.38,CO,1699553291
540,vila franca do campo,37.7167,-25.4333,20.23,99,98,5.05,PT,1699553291
541,holualoa,19.6228,-155.9522,24.91,76,0,0.45,US,1699553292
542,haikou,20.0458,110.3417,25.33,92,35,2.4,CN,1699553288
543,morinville,53.8001,-113.652,4.32,72,40,2.06,CA,1699553168
544,manokwari,-0.8667,134.0833,25.24,85,90,2.49,ID,1699553294
545,borazjan,29.2666,51.2159,24.78,48,0,1.46,IR,1699553295
546,suntar,62.1444,117.6319,-14.92,84,48,3.51,RU,1699553296
547,piatykhatky,48.4133,33.7106,6.58,78,43,3.25,UA,1699553296
548,egilsstadir,65.2653,-14.3948,1.23,98,99,5.5,IS,1699553297
549,bousse,12.6606,-1.8922,30.47,28,100,2.54,BF,1699553298
550,taitung city,22.7583,121.1444,24.84,73,4,1.69,TW,1699553299
551,sao joao da barra,-21.6403,-41.0511,30.05,69,0,8.36,BR,1699553283
552,kapit,2.0167,112.9333,23.08,99,100,0.15,MY,1699553300
553,gulf breeze,30.3571,-87.1639,27.96,65,0,4.63,US,1699553300
554,sol'-iletsk,51.1631,54.9918,7.7,79,100,5.2,RU,1699553301
555,oranjemund,-28.55,16.4333,16.37,81,0,5.33,NA,1699553302
556,kandahar,31.0,65.75,14.91,38,0,3.59,AF,1699553303
557,rexburg,43.826,-111.7897,3.01,73,75,3.6,US,1699553303
558,barmer,25.75,71.3833,26.62,37,10,2.3,IN,1699553304
559,nouadhibou,20.931,-17.0347,20.89,76,14,11.4,MR,1699553305
560,happy valley-goose bay,53.3168,-60.3315,-0.33,81,100,6.21,CA,1699553306
561,galle,6.0367,80.217,24.75,93,100,2.98,LK,1699553306
562,kirakira,-10.4544,161.9205,26.14,89,100,4.78,SB,1699553307
563,san matias,-16.3667,-58.4,38.62,29,99,1.51,BO,1699553308
564,murmashi,68.8154,32.8115,-3.77,100,0,2.0,RU,1699553309
565,souillac,-20.5167,57.5167,24.8,84,52,3.34,MU,1699553309
566,igrim,63.1906,64.4162,-0.61,90,100,2.97,RU,1699553310
567,luganville,-15.5333,167.1667,24.95,85,100,5.83,VU,1699553311
568,kerikeri,-35.2268,173.9474,12.08,87,100,1.25,NZ,1699553312
569,ratnagiri,16.9833,73.3,25.9,84,95,1.86,IN,1699553313
570,bubaque,11.2833,-15.8333,28.76,52,100,2.86,GW,1699553313
